,X,steering_angles,travelled_dist,y
198,"['CH3_001_output/center/1479422160021187781.jpg', 'CH3_001_output/center/1479422160222261610.jpg', 'CH3_001_output/center/1479422160471080765.jpg']","[-0.0007335386737900001, -0.00174532923847, -0.00100523825556, -0.00174532923847, -0.00174532923847, -0.00164528530579, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 3.5904894296270093, 7.465656079980736, 8.550106201498714, 9.346934316896451, 10.143762400743562, 11.228212437937954, 11.65286043648035, 12.44968840601626, 13.534138355336102, 14.330966238725846, 15.214624462571875, 16.18859020683986, 16.985417972251383, 17.931616375645138, 18.840981788769362, 19.265629787145972, 20.19749469740308, 21.12080117597661, 21.917628710787458, 23.002078340658834, 23.798905786989614, 24.59573320489205, 25.68018274814926, 26.47701007799349, 26.901658075876192, 27.986052579543163]","[141, 141, 141, 141, 141, 141, 141, 141, 141, 141, 141, 141, 141, 141, 141, 141, 141, 141, 141, 141, 141, 141, 141, 141, 141]"
199,"['CH3_001_output/center/1479422162271385251.jpg', 'CH3_001_output/center/1479422162521466050.jpg', 'CH3_001_output/center/1479422162723079599.jpg']","[0.0017678132434000003, 0.00174532923847, 0.00174532923847, 0.00174532923847, 0.00174532923847, 0.00174532923847, 0.00174532923847, 0.00174532923847, 0.00174532923847, 0.00174532923847, 0.00174532923847, 0.00174532923847, 0.00174532923847, 0.00174532923847, 0.00174532923847, 0.00174532923847, 0.0049644230788, 0.00523598771542, 0.00523598771542, 0.00523598771542, 0.006683885006970001, 0.007550442654149999, 0.008726646192370001, 0.0104719754308, 0.012217304669299999]","[0.0, 4.559369339335735, 7.614113008861029, 8.698506873137408, 9.495407995857782, 10.292234307590984, 11.376683039794631, 12.173509263583437, 13.257902978939173, 14.054803899988727, 14.479451898448598, 15.56384552724977, 16.360746332431784, 17.157572321827303, 18.241965865220322, 19.03886655319911, 20.123260033927195, 20.92016063504863, 21.716986422013473, 22.141634421569837, 23.226027794473197, 24.02292824955113, 24.819753890236875, 25.904147177316375, 26.701047517161165, 27.296249757141148, 28.04275810228815]","[141, 141, 141, 141, 141, 141, 141, 141, 141, 141, 141, 141, 141, 141, 141, 141, 141, 141, 141, 141, 142, 142, 142, 142, 142]"
200,"['CH3_001_output/center/1479422164571718722.jpg', 'CH3_001_output/center/1479422164826514023.jpg', 'CH3_001_output/center/1479422165122029513.jpg']","[-0.011284906701799999, -0.0182206034771, -0.0226892810315, -0.0226892810315, -0.0226892810315, -0.0226892810315, -0.0226892810315, -0.033160320501200005, -0.0584402535212, -0.0854530898508, -0.10604170799399999, -0.11725964533199999, -0.120427720249, -0.12011894904999999, -0.11751004023499999, -0.114895095711, -0.11054823995999999, -0.102406631283, -0.0892680905999, -0.070489056919, -0.0547543249273, -0.042859539062, -0.029800752098500003, -0.0154630234372, -0.00938631155885]","[0.0, 3.6120973727963235, 7.514057574121937, 7.93870557127839, 8.735605009184077, 9.532429633048483, 9.957077631273895, 10.753976981282511, 11.55080151818896, 11.865733663213025, 12.548844871597733, 12.973492870259925, 13.770392104136915, 14.414702405568026, 14.879780106187978, 15.676679253040186, 16.101327249884353, 16.775569839094736, 17.200217837895188, 17.997042115025277, 18.421690113938, 19.21858911432766, 19.643237112914758, 20.31747953152544, 20.742127530178923, 21.539026441997024, 21.963674440762805]","[140, 139, 139, 139, 139, 139, 139, 138, 135, 132, 130, 129, 129, 129, 129, 129, 130, 131, 132, 134, 135, 137, 138, 139, 140]"
201,"['CH3_001_output/center/1479422167972350447.jpg', 'CH3_001_output/center/1479422168423418009.jpg', 'CH3_001_output/center/1479422168972531438.jpg']","[0.0418879017234, 0.0401425734162, 0.0385252428338, 0.0369160113922, 0.0232652020543, -0.00011618863987500001, -0.026845888749799998, -0.0572505171324, -0.0694966015529, -0.069813169539, -0.069813169539, -0.069813169539, -0.069813169539, -0.0632288593526, 0.0167838375881, 0.030000720573299996, 0.033161256462300004, 0.0349065847695, 0.0349065847695, 0.0349065847695, 0.0349065847695, 0.0349065847695, 0.0349065847695, 0.0349065847695, 0.0349065847695]","[0.0, 3.843962062453458, 7.412732481662197, 8.08706210886225, 8.511710106380718, 8.511710106380718, 8.511710106380718, 9.308533248803723, 9.308533248803723, 9.733181247845566, 9.733181247845566, 10.407510774278101, 10.832158771866245, 10.832158771866245, 10.832158771866245, 11.62898182513891, 12.727870868483457, 13.152518866921836, 14.251496218696044, 15.350385157246848, 15.77503315527564, 16.874010403715175, 17.972899241938162, 18.6471400804996, 19.32138091906104, 20.669862596183915, 21.344103434745353]","[145, 145, 145, 145, 143, 141, 138, 135, 134, 134, 134, 134, 134, 135, 143, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144]"
202,"['CH3_001_output/center/1479422260838506105.jpg', 'CH3_001_output/center/1479422261288627595.jpg', 'CH3_001_output/center/1479422261738639392.jpg']","[0.030021243206099998, 0.0415585423168, 0.045378562063, 0.04363323003050001, 0.0429376841155, 0.0352891160955, 0.024850422192500003, 0.019402093297400003, 0.0191986225545, 0.0191986225545, 0.0168071793145, 0.0157079640776, 0.0139626339078, 0.0107120603958, 0.0046170405165799995, 0.00349065847695, 0.00349065847695, 0.00181589836216, 0.00174532923847, -0.0162558066307, -0.0372049812896, -0.054636820056800005, -0.0628318563104, -0.0628318563104, -0.0610865242779]","[0.0, 3.5419110994911533, 7.699251519696043, 7.699251519696043, 8.496148311293192, 8.920796309147061, 8.920796309147061, 9.717618255645835, 9.717618255645835, 10.514514957970551, 10.939162956633856, 10.939162956633856, 11.735984816993495, 12.160632815180872, 12.834872450133965, 13.25952044797689, 14.056417005053303, 14.056417005053303, 14.481065002790015, 15.277886715921188, 16.07478318653853, 17.173670613770632, 17.598318611836035, 18.395140210431485, 19.623016066860252, 20.419837579007815, 21.21673384453592]","[144, 145, 145, 145, 145, 144, 143, 143, 143, 143, 143, 143, 142, 142, 141, 141, 141, 141, 141, 139, 137, 135, 135, 135, 135]"
203,"['CH3_001_output/center/1479422264689207559.jpg', 'CH3_001_output/center/1479422264989241096.jpg', 'CH3_001_output/center/1479422265289447271.jpg']","[-0.012217304669299999, -0.012217304669299999, -0.012217304669299999, -0.0157079640776, -0.0157079640776, -0.0139626339078, -0.011130704898299999, -0.0120154728064, -0.0104719754308, -0.0104719754308, -0.008726646192370001, -0.010291845435900001, -0.00767866245488, -0.00332635180422, 0.00174532923847, 0.00349065847695, 0.004504957077729999, 0.00538894925438, 0.0135142294389, 0.026568941434499997, 0.0368904890997, 0.0472396909729, 0.0488692186773, 0.0471238903701, 0.045378562063]","[0.0, 3.6120055403958817, 7.276485913078014, 7.950812310489937, 8.375460308787169, 9.172280716344657, 9.607835862854367, 10.324556285546253, 11.121451386632241, 11.546099386153923, 12.342919646007525, 12.817791528959823, 13.4451378154813, 14.241952055213138, 14.666600053959796, 15.345414249624802, 16.10330711532848, 16.52795511236013, 17.324775172190684, 17.74942316996547, 18.546317951316606, 19.343137919271946, 19.76778591700777, 20.56460582770051, 21.361500492506035, 21.78614849072338, 22.5829683156168]","[140, 140, 140, 139, 139, 140, 140, 140, 140, 140, 140, 140, 140, 141, 141, 141, 141, 141, 142, 144, 145, 146, 146, 146, 145]"
204,"['CH3_001_output/center/1479422267639919820.jpg', 'CH3_001_output/center/1479422267889804465.jpg', 'CH3_001_output/center/1479422268139838245.jpg']","[0.0282438021862, 0.026179939508400002, 0.0263730831482, 0.0304030981194, 0.034748009441999995, 0.0349065847695, 0.033161256462300004, 0.029670597985400005, 0.029670597985400005, 0.028983321867599998, 0.026372682253299997, 0.018925308744000002, 0.00933564985718, 0.00174532923847, 0.00326702291355, 0.010023769678600001, 0.015470559168, 0.015078474779000001, 0.0139626339078, 0.0139626339078, 0.0139626339078, 0.0139626339078, 0.0154293342404, 0.0157079640776, 0.0191757157367]","[0.0, 3.612067784744058, 7.065192486363271, 7.871939171865832, 8.668832703271082, 9.465651419746619, 9.89029941813643, 10.687118078784803, 11.484011493477999, 12.280830096436011, 12.705478094114982, 13.502371421649553, 14.29918993678472, 14.806327900915864, 15.529174220019987, 16.47966972851358, 17.276488096933047, 17.701136093950183, 18.49802918885963, 19.29484747151, 20.091665724640087, 20.51631372290465, 21.3132067002586, 22.110024867451266, 23.00966887968922, 23.688090448617576, 24.484902566828247]","[144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 143, 142, 141, 141, 142, 142, 142, 142, 142, 142, 142, 142, 143, 143]"
205,"['CH3_001_output/center/1479422270290279793.jpg', 'CH3_001_output/center/1479422270590261575.jpg', 'CH3_001_output/center/1479422270790239068.jpg']","[0.0418879017234, 0.0431460030399, 0.04363323003050001, 0.0418879017234, 0.034542649047199996, 0.0314159281552, 0.0314159281552, 0.0343824339301, 0.038397245109099996, 0.042546597321199996, 0.0474510864382, 0.0530011566491, 0.061400940874699994, 0.0659920260111, 0.0663225129247, 0.06457718461749999, 0.06457718461749999, 0.06457718461749999, 0.0628318563104, 0.0628318563104, 0.06082373153080001, 0.057595863938300004, 0.0578330818222, 0.05934119597080001, 0.05934119597080001]","[0.0, 4.03664009703972, 7.139439286513581, 7.936256376852394, 8.733073437699918, 9.52996525070089, 10.06286700814777, 10.98231334357955, 11.779205042272306, 12.576021925621829, 13.372838785443596, 13.91363385602931, 14.457286541811516, 15.254103311674642, 16.191689027615237, 17.109359247308042, 17.90617590109733, 18.330823899215282, 19.127715276546567, 19.924531841784457, 20.721423163555908, 21.51823967172446, 22.36753566720069, 23.164352089186217, 23.961243262681798, 24.758059623181833, 25.554950738979773]","[145, 145, 145, 145, 144, 144, 144, 144, 145, 145, 146, 146, 147, 148, 148, 147, 147, 147, 147, 147, 147, 147, 147, 147, 147]"
206,"['CH3_001_output/center/1479422272844050501.jpg', 'CH3_001_output/center/1479422273090635792.jpg', 'CH3_001_output/center/1479422273290729865.jpg']","[0.0470580768464, 0.0427027790845, 0.0382989581785, 0.0314159281552, 0.0314159281552, 0.0314159281552, 0.0314159281552, 0.0314159281552, 0.0314159281552, 0.0314159281552, 0.029670597985400005, 0.029670597985400005, 0.029670597985400005, 0.029670597985400005, 0.027951945817400004, 0.0245341605675, 0.0192434766155, 0.0174532923847, 0.0157670086565, 0.010618488459299998, 0.005313688593350001, 0.00363709442179, 0.00174532923847, 0.00174532923847, 0.000109278888051]","[0.0, 3.612060278890299, 7.086967440681418, 7.883857656791849, 8.68067305860355, 9.687948072543357, 10.408799212209258, 10.870411470117189, 11.667226725838326, 12.464116736091192, 13.260931934969847, 14.345317549314656, 15.142207442608777, 15.939022525585287, 16.7359123627303, 17.532727386191915, 18.53678089627075, 19.265093337409922, 19.724281497873807, 20.521096377580403, 21.31798007676666, 22.114794897774274, 23.199180233033584, 23.996069749924228, 24.792884453736484, 25.58977391093416, 26.603557395635764]","[146, 145, 145, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 143, 143, 143, 143, 142, 141, 141, 141, 141, 141]"
207,"['CH3_001_output/center/1479422275191030072.jpg', 'CH3_001_output/center/1479422275441061471.jpg', 'CH3_001_output/center/1479422275641155363.jpg']","[0.0069813169539, 0.008726646192370001, 0.00933226529855, 0.0104719754308, 0.0104719754308, 0.0104719754308, 0.0112959182177, 0.012217304669299999, 0.012217304669299999, 0.012217304669299999, 0.012775228836100001, 0.0139626339078, 0.0139626339078, 0.012549184444399999, 0.00994050835349, 0.00558771067934, 0.00174532923847, 0.00174532923847, 0.00174532923847, 0.00174532923847, 0.00174532923847, 0.00174532923847, 0.00174532923847, 0.00174532923847, 0.00174532923847]","[0.0, 4.255926438028649, 7.73087646466815, 8.527690238150207, 9.612074802306426, 10.40896327163969, 11.205776930122552, 12.002665340720695, 13.087049797531414, 13.88386333949651, 14.680751632913722, 15.710080351700139, 16.547272038351025, 17.344085432621196, 18.140898799962347, 19.22533801748207, 20.02215129695106, 20.819039329636198, 21.61585255015497, 22.700236707895446, 23.497124623428732, 24.293937728443318, 25.342874339865258, 26.16505463893328, 26.961867627796426, 27.758755368822307, 28.8431393369818]","[142, 142, 142, 142, 142, 142, 142, 142, 142, 142, 142, 142, 142, 142, 142, 142, 141, 141, 141, 141, 141, 141, 141, 141, 141]"
208,"['CH3_001_output/center/1479422277391380360.jpg', 'CH3_001_output/center/1479422277641517432.jpg', 'CH3_001_output/center/1479422277841613277.jpg']","[0.029670597985400005, 0.0314159281552, 0.031740871121, 0.033161256462300004, 0.033161256462300004, 0.033161256462300004, 0.0328668680337, 0.0255867684913, 0.016888154291299997, 0.0064334204747, 0.00174532923847, 0.00174532923847, 0.00174532923847, 0.00174532923847, -0.000482698924144, -0.00349065847695, -0.0069813169539, -0.0069813169539, -0.00675427339829, -0.00523598771542, -0.00523598771542, -0.00523598771542, -0.00523598771542, -0.00523598771542, -0.00523598771542]","[0.0, 4.290106236915024, 7.765056147094383, 8.56186829175366, 9.358755188738177, 10.443138536159235, 11.240025345993814, 12.036837345718913, 12.833649315561713, 13.918087507065506, 14.714899388785167, 15.51171124205717, 16.30859784854146, 17.392980981722562, 18.18986750114184, 18.986679207595664, 20.063719628415406, 20.865646025377945, 21.66245761813064, 22.459343961893317, 23.55771265125881, 24.950308762827646, 25.737422531507033, 26.54405381660188, 27.628436649731803, 28.425247980753312, 29.222134062688546]","[144, 144, 144, 144, 144, 144, 144, 144, 143, 142, 141, 141, 141, 141, 141, 141, 140, 140, 140, 140, 140, 140, 140, 140, 140]"
209,"['CH3_001_output/center/1479422279541826986.jpg', 'CH3_001_output/center/1479422279791887230.jpg', 'CH3_001_output/center/1479422279942980033.jpg']","[-0.008726646192370001, -0.008726646192370001, -0.00877538415286, -0.0104719754308, -0.012217304669299999, -0.012217304669299999, -0.0139626339078, -0.0139626339078, -0.0139626339078, -0.0139626339078, -0.0139626339078, -0.0139626339078, -0.0139626339078, -0.0139626339078, -0.0139626339078, -0.0139626339078, -0.0139626339078, -0.0139626339078, -0.0139626339078, -0.0139626339078, -0.0139626339078, -0.0139626339078, -0.0139626339078, -0.0139626339078, -0.015613431113]","[0.0, 4.55930719029051, 7.559622538233919, 8.644051028781444, 9.44086157099521, 10.237672086984816, 11.322109209744713, 12.118919638428904, 12.915804817279279, 13.735092017239017, 14.787817624173336, 15.584702685849743, 16.381512940004107, 17.465949872031977, 18.26276003632146, 19.059570171404843, 20.144007016432646, 20.940817069021175, 21.73770187180866, 22.554624309135374, 23.61055897131262, 24.4710175314877, 25.280880670003107, 26.799643950087273, 27.59645374019303, 28.39333828090768, 29.47771989570239]","[140, 140, 140, 140, 140, 140, 140, 140, 140, 140, 140, 140, 140, 140, 140, 140, 140, 140, 140, 140, 140, 140, 140, 140, 139]"
210,"['CH3_001_output/center/1479422281642174633.jpg', 'CH3_001_output/center/1479422281894930137.jpg', 'CH3_001_output/center/1479422282042289241.jpg']","[-0.0209439508617, -0.0226892810315, -0.0260111554204, -0.030306600577899998, -0.0346558799329, -0.0366519130766, -0.0366519130766, -0.0366519130766, -0.0366519130766, -0.036054683372400004, -0.0349065847695, -0.0349065847695, -0.0349065847695, -0.0349065847695, -0.033474252466099995, -0.033161256462300004, -0.033161256462300004, -0.0326219068755, -0.0314159281552, -0.0319437985861, -0.033161256462300004, -0.033161256462300004, -0.033161256462300004, -0.033161256462300004, -0.033161256462300004]","[0.0, 4.271767696393239, 7.555729737227428, 8.64011081916872, 9.436919763909703, 10.23380345975985, 11.083247297687548, 12.097209703120868, 12.894018499926132, 13.73985280476104, 14.758270544917666, 15.555079228252993, 16.412666460933792, 17.41677265335412, 18.213581220434296, 19.068458558450292, 20.075819113175825, 20.872702345209177, 21.730970159379623, 22.73417734193045, 23.53106045895957, 24.87331439129736, 25.672067860559114, 26.74109417280576, 27.825529605744116, 28.62233773644749, 29.41922061859649]","[139, 139, 138, 138, 137, 137, 137, 137, 137, 137, 137, 137, 137, 137, 138, 138, 138, 138, 138, 138, 138, 138, 138, 138, 138]"
211,"['CH3_001_output/center/1479422283742576961.jpg', 'CH3_001_output/center/1479422283992720632.jpg', 'CH3_001_output/center/1479422284192612719.jpg']","[-0.0118479070104, -0.0104719754308, -0.0104719754308, -0.0069813169539, -0.00523598771542, -0.00349065847695, 0.0, 0.0, 0.00174532923847, 0.00174532923847, 0.00174532923847, 0.00174532923847, 0.00174532923847, 0.00174532923847, 0.00147171979671, 0.0, 0.000264699452703, 0.00174532923847, 0.00174532923847, 0.00174532923847, 0.00174532923847, 0.00174532923847, 0.00174532923847, 0.00174532923847, 0.00174532923847]","[0.0, 4.271740153073221, 8.034238640155973, 8.83104595711613, 9.627928025187348, 10.712307821792391, 11.50918980181987, 12.305996971804982, 13.390376686328537, 14.187258549694294, 14.984065601036848, 16.068500180120505, 16.86530714829693, 17.662114083753597, 18.74654857743184, 19.543355427444144, 20.34023702931996, 21.31389145688459, 22.19773934910418, 22.994620834966202, 23.791427510797988, 24.875861812030934, 25.67266839918381, 26.46947495851151, 27.553909173226543, 28.35071564362266, 29.14752208433686]","[140, 140, 140, 140, 140, 141, 141, 141, 141, 141, 141, 141, 141, 141, 141, 141, 141, 141, 141, 141, 141, 141, 141, 141, 141]"
