,X,steering_angles,travelled_dist,y
98,"['CH3_002_output/center/1480703006323954201.jpg', 'CH3_002_output/center/1480703006624005962.jpg', 'CH3_002_output/center/1480703006874320075.jpg']","[0.0104719754308, 0.012721821566999999, 0.0153257611985, 0.013479989984299999, 0.012611823471799998, 0.0104719754308, 0.0104719754308, 0.010909282303599999, 0.0104719754308, 0.0100226141174, 0.005666054586100001, 0.00349065847695, 0.000444524016732, -0.00174532923847, -0.00174532923847, -0.00133497518534, 0.0, 0.0013441197918100001, 0.0, -0.00174532923847, -0.00174532923847, -0.00174532923847, -0.00349065847695, -0.0020986889303099996, -0.00208691193155]","[0.0, 3.786891593623071, 7.154685240736378, 7.579333239261624, 8.25391423368793, 9.05095008284873, 9.475598080671553, 10.15009059481522, 10.94720120422799, 11.3718492016494, 12.168884934199781, 12.642506094132242, 13.112304674050527, 13.909340346166863, 13.909340346166863, 14.706375989262899, 15.503486423717474, 15.503486423717474, 16.300522009362687, 17.097632386945797, 17.097632386945797, 17.894667917277474, 18.691703414423596, 18.691703414423596, 19.488813703382036, 20.285849144904752, 21.38507758479213]","[831, 831, 832, 831, 831, 831, 831, 831, 831, 831, 831, 830, 830, 830, 830, 830, 830, 830, 830, 830, 830, 830, 830, 830, 830]"
99,"['CH3_002_output/center/1480703009474196685.jpg', 'CH3_002_output/center/1480703009774390618.jpg', 'CH3_002_output/center/1480703010074476565.jpg']","[0.130745705869, 0.120427720249, 0.11600766646400001, 0.11508237932700001, 0.107292562776, 0.0994104435423, 0.08985541041470001, 0.0837541191595, 0.0802851468325, 0.07853981852530001, 0.07853981852530001, 0.07679449021819999, 0.0706927405014, 0.0663225129247, 0.06457718461749999, 0.06457718461749999, 0.06457718461749999, 0.0662820726081, 0.06549846627559999, 0.06457718461749999, 0.06457718461749999, 0.06457718461749999, 0.0620336456673, 0.056006220474500004, 0.0404930349685]","[0.0, 3.6939948886469463, 7.591806060533454, 8.38456317667259, 8.388840637462463, 9.185949996642135, 9.982984507496672, 9.982984507496672, 10.780018989415103, 11.577128260843747, 12.00177625836954, 12.676267121037961, 13.47337633627338, 13.898024334178402, 14.572515128638287, 15.369549465566513, 15.794197463919621, 16.591306560818555, 17.26579725557938, 17.690608023722813, 18.477790798221008, 19.152281420921366, 19.949315609484678, 20.373963607033946, 21.17107255880581, 21.84556308052327, 22.270211077082465]","[843, 842, 842, 842, 841, 840, 839, 839, 838, 838, 838, 838, 837, 837, 837, 837, 837, 837, 837, 837, 837, 837, 836, 836, 834]"
100,"['CH3_002_output/center/1480703012474835393.jpg', 'CH3_002_output/center/1480703012774937322.jpg', 'CH3_002_output/center/1480703013024928659.jpg']","[0.0226892810315, 0.024434609338599998, 0.024434609338599998, 0.024434609338599998, 0.024434609338599998, 0.024434609338599998, 0.024434609338599998, 0.024434609338599998, 0.0279252678156, 0.028410237855500002, 0.029670597985400005, 0.0279252678156, 0.0279252678156, 0.0279252678156, 0.0279252678156, 0.028367878564599998, 0.029670597985400005, 0.0279252678156, 0.0266186144348, 0.026179939508400002, 0.026179939508400002, 0.024434609338599998, 0.023142342777400002, 0.0187950947874, 0.0118698179483]","[0.0, 3.917716171061899, 7.367542274950367, 8.042031868976194, 8.466679867902421, 9.263787975353903, 10.060821236032888, 10.735399136903458, 11.16004713520847, 11.957080337145449, 12.633092702195894, 13.012389403675215, 13.809497367241228, 14.606530479756081, 14.661610682435667, 15.41267864811826, 16.209711704338517, 17.006744732551727, 17.006744732551727, 17.803852551051214, 18.600885519961174, 19.025533518474575, 19.700111041080905, 20.497143951134415, 20.93198020741849, 21.514849330051096, 22.287291209190716]","[832, 833, 833, 833, 833, 833, 833, 833, 833, 833, 833, 833, 833, 833, 833, 833, 833, 833, 833, 833, 833, 833, 832, 832, 831]"
101,"['CH3_002_output/center/1480703015525425454.jpg', 'CH3_002_output/center/1480703015825356494.jpg', 'CH3_002_output/center/1480703016125350851.jpg']","[0.0104719754308, 0.0104719754308, 0.0104719754308, 0.0104719754308, 0.0104719754308, 0.0104719754308, 0.0104719754308, 0.0104719754308, 0.0104719754308, 0.0104719754308, 0.0104719754308, 0.0104719754308, 0.008726646192370001, 0.00523598771542, 0.00523598771542, 0.00523598771542, 0.00523598771542, 0.00523598771542, 0.00523598771542, 0.00523598771542, 0.00523598771542, 0.00523598771542, 0.00523598771542, 0.00869952955764, 0.0139626339078]","[0.0, 3.636291516588955, 7.39383253528557, 8.084608727896798, 8.360134000333371, 9.157166011434665, 9.831742434606326, 10.256390431141048, 11.05342238457069, 11.05342238457069, 11.85052912516173, 12.647561018755658, 12.647561018755658, 13.444592881950706, 13.869229748231929, 14.543805965788513, 15.340837771115076, 15.340837771115076, 16.137869548915564, 16.56251754695083, 17.23709366362835, 17.661741663113656, 18.336229332477593, 19.133335841302227, 19.557983839867056, 20.232471438456553, 21.331607002648717]","[831, 831, 831, 831, 831, 831, 831, 831, 831, 831, 831, 831, 831, 831, 831, 831, 831, 831, 831, 831, 831, 831, 831, 831, 832]"
102,"['CH3_002_output/center/1480703019326032985.jpg', 'CH3_002_output/center/1480703019776167564.jpg', 'CH3_002_output/center/1480703020276210359.jpg']","[0.108615413375, 0.106003662094, 0.09858364678050001, 0.0876766983096, 0.0759546511698, 0.06937686523389999, 0.0663225129247, 0.0663225129247, 0.0663225129247, 0.0663225129247, 0.0633008922503, 0.058558250374, 0.054105207324, 0.0506145469844, 0.0418879017234, 0.0418879017234, 0.0371995898478, 0.0349065847695, 0.0349065847695, 0.0349065847695, 0.0349065847695, 0.0347261671091, 0.038397245109099996, 0.038397245109099996, 0.0418879017234]","[0.0, 3.9720682631651925, 7.269560891185263, 7.694208890607289, 7.694208890607289, 8.36869556360302, 8.793343561325491, 8.793343561325491, 9.467918610466354, 9.892566607119567, 9.892566607119567, 10.211287828300962, 10.567053209735853, 10.991701209577904, 10.991701209577904, 11.666276189522321, 12.765399592915388, 13.190047591837256, 14.289182089120171, 14.963756966508438, 16.062891398686343, 17.162025793233166, 17.586673790985564, 18.685896563004672, 19.360382890422716, 20.459605595755747, 21.558739856136146]","[841, 841, 840, 839, 838, 837, 837, 837, 837, 837, 836, 836, 836, 835, 834, 834, 834, 834, 834, 834, 834, 834, 834, 834, 834]"
103,"['CH3_002_output/center/1480703032128306649.jpg', 'CH3_002_output/center/1480703032678401300.jpg', 'CH3_002_output/center/1480703033228587142.jpg']","[0.00922653817864, 0.0104719754308, 0.0104719754308, 0.0104719754308, 0.009987082551750001, 0.008726646192370001, 0.008726646192370001, 0.008726646192370001, 0.008726646192370001, 0.0104719754308, 0.0104719754308, 0.0104719754308, 0.0104719754308, 0.0104719754308, 0.0104719754308, 0.0104719754308, 0.0117347900242, 0.0169597833, 0.0226892810315, 0.0226892810315, 0.0256378832498, 0.035218027552, 0.0439454140491, 0.049169133172900004, 0.054105207324]","[0.0, 3.97197572828334, 7.584893439770051, 7.584893439770051, 7.584893439770051, 8.381923384037636, 8.381923384037636, 8.806571381785544, 9.481145331016553, 9.649670930936711, 10.371148161176881, 10.371148161176881, 10.795796158374706, 11.470281626832374, 11.894929627219192, 12.569503473500735, 12.994151469929168, 13.668636871759198, 14.093284870076067, 15.19250664521444, 15.989530427970333, 16.786560112584024, 17.583664585397873, 18.682797777481117, 19.58605346249975, 20.383083031072644, 21.180112569644272]","[831, 831, 831, 831, 831, 831, 831, 831, 831, 831, 831, 831, 831, 831, 831, 831, 831, 832, 832, 832, 833, 834, 835, 835, 836]"
104,"['CH3_002_output/center/1480703036779256031.jpg', 'CH3_002_output/center/1480703037079318223.jpg', 'CH3_002_output/center/1480703037379377810.jpg']","[0.0567557137507, 0.054105207324, 0.054105207324, 0.054105207324, 0.054105207324, 0.054105207324, 0.054105207324, 0.054105207324, 0.0523598790169, 0.048979957144999996, 0.044612378871999994, 0.040272321299800004, 0.0341527146844, 0.0297925796055, 0.026179939508400002, 0.022832187257599997, 0.018466175642, 0.0174532923847, 0.0174532923847, 0.0141345530788, -0.00212525636521, -0.0150027236943, -0.0161332230901, -0.006665882554390001, 0.0174532923847]","[0.0, 3.6699547871212084, 7.033703763393072, 7.83080730548331, 7.83080730548331, 8.627836001377062, 9.302320098100642, 9.726968096359357, 10.524065621737297, 10.524065621737297, 11.321094227824272, 11.995666631205815, 12.420314630104917, 13.217343179595465, 13.217343179595465, 14.014371702626352, 14.811475012209986, 14.811475012209986, 15.608503475015818, 16.03315147340951, 16.707723670788294, 17.504752073367285, 17.929400072361414, 18.603883791333942, 19.70310388201974, 20.50013220008296, 21.5992638112602]","[836, 836, 836, 836, 836, 836, 836, 836, 835, 835, 835, 834, 834, 833, 833, 832, 832, 832, 832, 832, 830, 829, 829, 829, 832]"
105,"['CH3_002_output/center/1480703040029840728.jpg', 'CH3_002_output/center/1480703040329938579.jpg', 'CH3_002_output/center/1480703040579942050.jpg']","[0.037979071741, 0.0323482239132, 0.0271255585095, 0.0226892810315, 0.018811553723, 0.0127075248499, 0.009716364579190001, 0.00399844446805, 0.00174532923847, 0.000507354582698, 0.0, -0.0029623833617899997, -0.004880412720149999, -0.00174532923847, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00174532923847, 0.00174532923847, 0.00349065847695, 0.00349065847695, 0.00523598771542]","[0.0, 3.76233474068456, 7.2192807885284385, 7.285760403071673, 8.082862695709576, 8.879890143087566, 9.397355966175994, 9.85013402116493, 10.647161408372103, 11.444188764454431, 11.444188764454431, 12.24129091106305, 13.038318211927425, 13.462966208831103, 14.13744861946135, 14.934550680020644, 15.359198677744443, 16.03368102431711, 16.830783025064456, 17.62781018059914, 18.052458178224338, 18.726940417108924, 19.52404233180726, 19.948690328924364, 20.74571736545076, 21.42028791405857, 21.844935912255753]","[834, 833, 833, 832, 832, 831, 831, 831, 830, 830, 830, 830, 830, 830, 830, 830, 830, 830, 830, 830, 830, 830, 830, 830, 831]"
106,"['CH3_002_output/center/1480703043030486868.jpg', 'CH3_002_output/center/1480703043330422357.jpg', 'CH3_002_output/center/1480703043580480876.jpg']","[0.0977384373546, 0.0977384373546, 0.09599310904740001, 0.09599310904740001, 0.09599310904740001, 0.09599310904740001, 0.09599310904740001, 0.09599310904740001, 0.09599310904740001, 0.09599310904740001, 0.09599310904740001, 0.09599310904740001, 0.0943027446157, 0.0942477807403, 0.0942477807403, 0.0942477807403, 0.0942477807403, 0.0934399600761, 0.09599310904740001, 0.0952318606882, 0.0942477807403, 0.0934521170201, 0.09250245243310001, 0.08876064434059999, 0.0906228279818]","[0.0, 4.267475397562823, 7.366354967709391, 8.163381134587796, 8.960482089524422, 9.634963162018822, 10.059611159808457, 10.856637236661355, 11.653738105974123, 12.45076412544407, 12.45076412544407, 13.247864934299514, 14.044890897708726, 14.84191683072762, 15.266564828984567, 15.94113403609642, 16.738159912013742, 17.535260576558613, 17.959908573718007, 18.6343892688656, 19.431415055797178, 20.22851563204765, 20.653608838565404, 21.434243635029937, 22.108812602591335, 22.90583827481694, 23.70286391797202]","[840, 840, 840, 840, 840, 840, 840, 840, 840, 840, 840, 840, 840, 840, 840, 840, 840, 839, 840, 840, 840, 839, 839, 839, 839]"
107,"['CH3_002_output/center/1480703045830837416.jpg', 'CH3_002_output/center/1480703046131627358.jpg', 'CH3_002_output/center/1480703046381019062.jpg']","[0.031759913757000005, 0.026896992466, 0.021307782297099995, 0.0191986225545, 0.0191986225545, 0.0191986225545, 0.0209439508617, 0.0209439508617, 0.0209439508617, 0.021407303615299998, 0.0226892810315, 0.0266289790986, 0.0292429390357, 0.029670597985400005, 0.029670597985400005, 0.029670597985400005, 0.029670597985400005, 0.029670597985400005, 0.029670597985400005, 0.029670597985400005, 0.029670597985400005, 0.0314159281552, 0.0349065847695, 0.0349065847695, 0.0349065847695]","[0.0, 4.037690061716265, 7.225864714861606, 7.91019190898864, 8.219680561720468, 9.016705419923058, 9.813730246185628, 10.61082986312357, 11.28530935628702, 11.775601502013894, 12.379581884588474, 13.176606597357061, 13.865197877528663, 14.59787272500727, 15.3948973801091, 15.819545376967094, 16.616644789113955, 17.291124040950795, 18.088148606254453, 18.885247962665293, 19.309895961945458, 20.10692044108695, 20.78148796455101, 21.578512416809524, 22.37553683761017, 23.172630115679215, 23.375920589374633]","[833, 833, 832, 832, 832, 832, 832, 832, 832, 832, 832, 833, 833, 833, 833, 833, 833, 833, 833, 833, 833, 833, 834, 834, 834]"
108,"['CH3_002_output/center/1480703048631451343.jpg', 'CH3_002_output/center/1480703048931416490.jpg', 'CH3_002_output/center/1480703049181447271.jpg']","[-0.008726646192370001, -0.008726646192370001, -0.008726646192370001, -0.0069813169539, -0.0069813169539, -0.0069813169539, -0.0069813169539, -0.008726646192370001, -0.008726646192370001, -0.008726646192370001, -0.008726646192370001, -0.0104719754308, -0.0104719754308, -0.0104719754308, -0.0104719754308, -0.0104719754308, -0.0104719754308, -0.0104719754308, -0.012217304669299999, -0.0122361083468, -0.0130994017508, -0.0139626339078, -0.0113450310138, -0.0104719754308, -0.011321953292]","[0.0, 4.287371197985193, 7.4755407359771535, 8.272639161128827, 9.069662739026734, 9.744229197429965, 10.541252747152738, 10.965900745601537, 11.762924235193351, 12.560022514947688, 13.3570459477533, 14.031612234913855, 14.828635636788059, 15.499743166788772, 15.951728391200179, 16.74882059488838, 17.423298334749504, 18.220396439912037, 19.017419697145193, 19.814442923960513, 20.239090923160244, 21.003082391841158, 21.680779359437885, 22.477877319484815, 23.274900434499497, 24.071923517855943, 24.869021389022002]","[829, 829, 829, 829, 829, 829, 829, 829, 829, 829, 829, 829, 829, 829, 829, 829, 829, 829, 829, 829, 829, 829, 829, 829, 829]"
109,"['CH3_002_output/center/1480703051331629070.jpg', 'CH3_002_output/center/1480703051631832639.jpg', 'CH3_002_output/center/1480703051881961657.jpg']","[-0.0396122463488, -0.0718127295142, -0.0933968406292, -0.101000567234, -0.0964676516708, -0.08451481251839998, -0.0655928072444, -0.0449372708232, -0.027231343739099995, -0.0112769680653, -0.00289795591986, -0.00174532923847, -0.00174532923847, -0.00174532923847, -0.00174532923847, -0.00174532923847, 0.0, 0.0, 0.0, -0.0014106097840200001, -0.00174532923847, -0.00174532923847, -0.00174532923847, -0.00174532923847, -0.00174532923847]","[0.0, 4.2446131309784185, 7.73489342875482, 8.531990574074358, 9.32901287317716, 10.003489410597064, 10.428126277316098, 11.225223335558118, 12.022245546357667, 12.8184246677271, 13.492903274874822, 13.917551272435043, 14.714573397607055, 15.511670309922179, 16.18615710120685, 16.607109604257936, 17.397856984195865, 18.19487899275763, 18.99190097025559, 19.666465538685376, 20.09111353557461, 20.888135456877205, 21.685157348690964, 22.359789585548352, 22.774875294817583, 23.57189712891764, 24.368993749745666]","[826, 823, 821, 820, 820, 822, 824, 826, 827, 829, 830, 830, 830, 830, 830, 830, 830, 830, 830, 830, 830, 830, 830, 830, 830]"
110,"['CH3_002_output/center/1480703054232249737.jpg', 'CH3_002_output/center/1480703054582315992.jpg', 'CH3_002_output/center/1480703054832363710.jpg']","[-0.005838452354189999, -0.00349065847695, -0.00349065847695, -0.00349065847695, -0.00349065847695, -0.00324240448322, -0.00174532923847, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 4.28736546148138, 7.405342003669919, 8.079817061901492, 8.876838081691234, 9.301486079917217, 9.976049480254513, 10.773070441122583, 11.197718440800426, 11.99481415977661, 12.66928904884338, 13.09393704764528, 13.890957892333288, 14.565521120543517, 14.99016912020818, 15.787189905354857, 16.584210661518714, 16.65723676331636, 17.393560533278468, 18.190581235641243, 18.865144292220112, 19.289792291352, 20.08681293257105, 20.883833545117323, 20.883833545117323, 21.68092894568041, 22.477949499247355]","[830, 830, 830, 830, 830, 830, 830, 830, 830, 830, 830, 830, 830, 830, 830, 830, 830, 830, 830, 830, 830, 830, 830, 830, 830]"
111,"['CH3_002_output/center/1480703057282706648.jpg', 'CH3_002_output/center/1480703057632790037.jpg', 'CH3_002_output/center/1480703057932985643.jpg']","[0.005977811217359999, 0.0069813169539, 0.0069813169539, 0.0069813169539, 0.0069813169539, 0.0069813169539, 0.0069813169539, 0.0069813169539, 0.0069813169539, 0.0069813169539, 0.0069813169539, 0.0069813169539, 0.0069813169539, 0.0069813169539, 0.0069813169539, 0.0069813169539, 0.0069813169539, 0.0069813169539, 0.0069813169539, 0.0069813169539, 0.00523598771542, 0.00523598771542, 0.00523598771542, 0.00523598771542, 0.00523598771542]","[0.0, 3.6128774650791473, 7.405248826287147, 8.079722372674238, 8.876816929750307, 9.30146492847841, 9.979436681179292, 10.742111555610947, 11.16675955309366, 11.96377917541302, 12.638252549675435, 13.06290054809008, 13.859994932941357, 14.53446823851171, 14.959116236789956, 15.756210560769743, 16.430683799821843, 16.85533179829293, 17.652351247595668, 18.326912826682044, 18.751560825167292, 19.548580215745826, 19.548580215745826, 20.34567439603154, 21.142693729773256, 21.142693729773256, 21.93971303183246]","[831, 831, 831, 831, 831, 831, 831, 831, 831, 831, 831, 831, 831, 831, 831, 831, 831, 831, 831, 831, 831, 831, 831, 831, 831]"
